state,year,quarter,pi
Kansas,2014,4,-0.21014754
Kansas,2015,1,-3.3165774
Kansas,2015,2,-3.1293225
Kansas,2015,3,-2.5974762
Kansas,2015,4,-2.0196235
Kansas,2016,1,0.088661529
Kansas,2016,2,0.28385574
Kansas,2016,3,1.6331457
Kansas,2016,4,1.709605
Kansas,2017,1,2.033339
Kansas,2017,2,0.79085636
Kansas,2017,3,0.4633821
Kansas,2017,4,-0.24634255
Louisiana,1989,1,3.7798223
Louisiana,1989,2,4.0994511
Louisiana,1989,3,3.1061943
Louisiana,1989,4,2.7844892
Louisiana,1990,1,3.5583112
Louisiana,1990,2,1.8077643
Louisiana,1990,3,2.0794272
Louisiana,1990,4,3.6166403
Louisiana,1991,1,3.9839849
Louisiana,1991,2,4.2761612
Louisiana,1991,3,3.4505699
Louisiana,1991,4,2.2207763
Louisiana,1992,1,1.0614841
Louisiana,1992,2,1.6758754
Louisiana,1992,3,1.8188362
Louisiana,1992,4,2.3149548
Louisiana,1993,1,1.8921002
Louisiana,1993,2,2.0370669
Louisiana,1993,3,2.354265
Louisiana,1993,4,2.3151007
Louisiana,1994,1,2.3934646
Louisiana,1994,2,1.858905
Louisiana,1994,3,1.0934409
Louisiana,1994,4,0.76824921
Louisiana,1995,1,1.4685593
Louisiana,1995,2,2.0660367
Louisiana,1995,3,2.8170753
Louisiana,1995,4,2.8909781
Louisiana,1996,1,3.1393752
Louisiana,1996,2,3.6679254
Louisiana,1996,3,3.7585936
Louisiana,1996,4,4.1432033
Louisiana,1997,1,4.3762045
Louisiana,1997,2,2.5149322
Louisiana,1997,3,1.630107
Louisiana,1997,4,1.3332663
Louisiana,1998,1,-0.3998552
Louisiana,1998,2,-0.15360802
Louisiana,1998,3,0.8401435
Louisiana,1998,4,0.66231585
Louisiana,1999,1,1.7826622
Louisiana,1999,2,2.4156358
Louisiana,1999,3,1.9699545
Louisiana,1999,4,2.3847649
Louisiana,2000,1,2.2796335
Louisiana,2000,2,2.6594942
Louisiana,2000,3,3.7779067
Louisiana,2000,4,3.5226257
Louisiana,2001,1,3.6721969
Louisiana,2001,2,2.7142425
Louisiana,2001,3,2.210428
Louisiana,2001,4,1.2659978
Louisiana,2002,1,0.78601223
Louisiana,2002,2,1.4638642
Louisiana,2002,3,0.73651773
Louisiana,2002,4,1.7096199
Louisiana,2003,1,2.3599052
Louisiana,2003,2,1.9259242
Louisiana,2003,3,2.2913465
Louisiana,2003,4,1.6859047
Louisiana,2004,1,1.3245746
Louisiana,2004,2,1.8709625
Louisiana,2004,3,1.9746466
Louisiana,2004,4,2.0689676
Louisiana,2005,1,2.0062745
Louisiana,2005,2,1.668627
Louisiana,2005,3,2.244112
Louisiana,2005,4,4.0572219
Louisiana,2006,1,3.9224296
Louisiana,2006,2,4.0011406
Louisiana,2006,3,2.6500072
Louisiana,2006,4,0.16453059
Louisiana,2007,1,0.40228978
Louisiana,2007,2,0.87142432
Louisiana,2007,3,1.515869
Louisiana,2007,4,2.8623941
Louisiana,2008,1,3.8625255
Louisiana,2008,2,4.8615685
Louisiana,2008,3,4.7846084
Louisiana,2008,4,1.7897613
Louisiana,2009,1,0.28019229
Louisiana,2009,2,-2.0161893
Louisiana,2009,3,-2.1455073
Louisiana,2009,4,0.46124917
Louisiana,2010,1,2.0316033
Louisiana,2010,2,4.0368586
Louisiana,2010,3,4.3456864
Louisiana,2010,4,4.0403361
Louisiana,2011,1,3.3317993
Louisiana,2011,2,3.7190707
Louisiana,2011,3,2.88308
Louisiana,2011,4,3.1182265
Louisiana,2012,1,4.2199688
Louisiana,2012,2,2.3878617
Louisiana,2012,3,2.0913737
Louisiana,2012,4,2.3215363
Louisiana,2013,1,1.1067877
Louisiana,2013,2,1.5622562
Louisiana,2013,3,1.6768245
Louisiana,2013,4,0.9011839
Louisiana,2014,1,1.5631887
Louisiana,2014,2,2.4812469
Louisiana,2014,3,2.5518696
Louisiana,2014,4,3.4563346
Louisiana,2015,1,3.9405179
Louisiana,2015,2,3.140924
Louisiana,2015,3,2.7504358
Louisiana,2015,4,1.6792797
Louisiana,2016,1,1.2496076
Louisiana,2016,2,2.8417187
Louisiana,2016,3,3.4419158
Louisiana,2016,4,2.9226322
Louisiana,2017,1,1.673978
Louisiana,2017,2,0.15496692
Louisiana,2017,3,0.80084002
Louisiana,2017,4,3.2553573
Maryland,1978,1,-2.9014857
Maryland,1978,2,-2.3897386
Maryland,1978,3,-0.42294019
Maryland,1978,4,1.7422789
Maryland,1979,1,3.5779104
Maryland,1979,2,5.4175019
Maryland,1979,3,6.1985354
Maryland,1979,4,7.8537278
Maryland,1980,1,9.0346937
Maryland,1980,2,9.9030952
Maryland,1980,3,11.014949
Maryland,1980,4,9.9917545
Maryland,1981,1,8.949316
Maryland,1981,2,6.6238093
Maryland,1981,3,5.755125
Maryland,1981,4,5.3697891
Maryland,1982,1,4.7344761
Maryland,1982,2,5.8591852
Maryland,1982,3,5.2337608
Maryland,1982,4,4.5802689
Maryland,1983,1,4.0486789
Maryland,1983,2,3.6915293
Maryland,1983,3,4.096983
Maryland,1983,4,4.3074846
Maryland,1984,1,4.6169181
Maryland,1984,2,2.9753859
Maryland,1984,3,2.5482469
Maryland,1984,4,2.6126006
Maryland,1985,1,1.6797872
Maryland,1985,2,2.7013748
Maryland,1985,3,2.2977099
Maryland,1985,4,2.3841703
Maryland,1986,1,3.5638254
Maryland,1986,2,2.3653324
Maryland,1986,3,3.0587745
Maryland,1986,4,2.9414258
Maryland,1989,1,3.3414104
Maryland,1989,2,3.4661045
Maryland,1989,3,3.1626093
Maryland,1989,4,3.6056647
Maryland,1990,1,4.142087
Maryland,1990,2,3.2181833
Maryland,1990,3,3.5334897
Maryland,1990,4,4.1730309
Maryland,1991,1,4.086751
Maryland,1991,2,4.1608281
Maryland,1991,3,4.1411638
Maryland,1991,4,3.1415243
Maryland,1992,1,2.3010056
Maryland,1992,2,2.0432453
Maryland,1992,3,2.5995314
Maryland,1992,4,1.9203291
Maryland,1993,1,2.2385783
Maryland,1993,2,1.9612485
Maryland,1993,3,1.4037802
Maryland,1993,4,1.0990293
Maryland,1994,1,1.2271479
Maryland,1994,2,1.7148849
Maryland,1994,3,2.1389418
Maryland,1994,4,2.049459
Maryland,1995,1,2.4108777
Maryland,1995,2,2.9028115
Maryland,1995,3,2.4625115
Maryland,1995,4,2.2441347
Maryland,1996,1,1.6552808
Maryland,1996,2,1.8706005
Maryland,1996,3,2.2467034
Maryland,1996,4,2.2820923
Maryland,1997,1,2.2591817
Maryland,1997,2,1.0206325
Maryland,1997,3,0.62490493
Maryland,1997,4,0.93199217
Maryland,1998,1,1.3285629
Maryland,1998,2,1.6090062
Maryland,1998,3,1.8642676
Maryland,1998,4,1.7988758
Maryland,1999,1,1.4965026
Maryland,1999,2,1.9667808
Maryland,1999,3,2.5602951
Maryland,1999,4,2.1757789
Maryland,2000,1,1.6434945
Maryland,2000,2,1.7171392
Maryland,2000,3,1.8468102
Maryland,2000,4,2.1104462
Maryland,2001,1,3.2394404
Maryland,2001,2,2.8454823
Maryland,2001,3,1.0677143
Maryland,2001,4,1.2027941
Maryland,2002,1,1.0591767
Maryland,2002,2,1.8950862
Maryland,2002,3,2.0335767
Maryland,2002,4,2.6755214
Maryland,2003,1,2.5375364
Maryland,2003,2,2.5192041
Maryland,2003,3,3.2586589
Maryland,2003,4,2.2462466
Maryland,2004,1,1.9142561
Maryland,2004,2,2.0685973
Maryland,2004,3,2.3411219
Maryland,2004,4,3.2530518
Maryland,2005,1,2.9948831
Maryland,2005,2,3.4633093
Maryland,2005,3,4.2789574
Maryland,2005,4,4.5653872
Maryland,2006,1,4.0083513
Maryland,2006,2,4.2774067
Maryland,2006,3,3.9550447
Maryland,2006,4,2.2588036
Maryland,2007,1,3.1872308
Maryland,2007,2,3.0672288
Maryland,2007,3,3.1427805
Maryland,2007,4,6.1489329
Maryland,2008,1,7.030251
Maryland,2008,2,7.9220605
Maryland,2008,3,6.6865106
Maryland,2008,4,3.7898521
Maryland,2009,1,1.5722665
Maryland,2009,2,-0.79777795
Maryland,2009,3,-1.0431045
Maryland,2009,4,0.36941785
Maryland,2010,1,0.27868339
Maryland,2010,2,3.480943
Maryland,2010,3,3.0787191
Maryland,2010,4,2.9097905
Maryland,2011,1,5.0267196
Maryland,2011,2,3.332526
Maryland,2011,3,3.1262136
Maryland,2011,4,4.2823458
Maryland,2012,1,3.4530342
Maryland,2012,2,1.83451
Maryland,2012,3,2.2872431
Maryland,2012,4,1.2682981
Maryland,2013,1,0.68153638
Maryland,2013,2,-0.37436131
Maryland,2013,3,-0.7515378
Maryland,2013,4,-0.091672249
Maryland,2014,1,1.0162441
Maryland,2014,2,1.6909977
Maryland,2014,3,1.0613486
Maryland,2014,4,-0.051649898
Maryland,2015,1,-1.0787786
Maryland,2015,2,-1.6005863
Maryland,2015,3,-0.57962525
Maryland,2015,4,0.78515136
Maryland,2016,1,0.68384033
Maryland,2016,2,2.9430363
Maryland,2016,3,3.756964
Maryland,2016,4,2.5207224
Maryland,2017,1,2.1652465
Maryland,2017,2,2.1851535
Maryland,2017,3,1.1056319
Maryland,2017,4,1.6057262
Massachusetts,1978,1,2.4512157
Massachusetts,1978,2,3.0162518
Massachusetts,1978,3,3.2340508
Massachusetts,1978,4,4.2406712
Massachusetts,1979,1,4.4981413
Massachusetts,1979,2,6.4747772
Massachusetts,1979,3,7.7059546
Massachusetts,1979,4,8.0333681
Massachusetts,1980,1,9.1184235
Massachusetts,1980,2,7.6772356
Massachusetts,1980,3,7.4924445
Massachusetts,1980,4,8.4450092
Massachusetts,1981,1,8.6446896
Massachusetts,1981,2,7.9509172
Massachusetts,1981,3,6.4599662
Massachusetts,1981,4,1.2221574
Massachusetts,1982,1,3.6633253
Massachusetts,1982,2,-1.6730697
Massachusetts,1982,3,-0.9646458
Massachusetts,1982,4,1.4795564
Massachusetts,1983,1,-2.6262333
Massachusetts,1983,2,1.7545928
Massachusetts,1983,3,0.76749492
Massachusetts,1983,4,0.9584614
Massachusetts,1984,1,2.0305231
Massachusetts,1984,2,2.9154344
Massachusetts,1984,3,3.8345189
Massachusetts,1984,4,4.0643663
Massachusetts,1985,1,2.4049795
Massachusetts,1985,2,2.2395477
Massachusetts,1985,3,1.5157228
Massachusetts,1985,4,2.4172308
Massachusetts,1986,1,3.3213847
Massachusetts,1986,2,2.8616765
Massachusetts,1986,3,3.0922513
Massachusetts,1986,4,2.9486258
Massachusetts,1989,1,6.1918383
Massachusetts,1989,2,6.6504159
Massachusetts,1989,3,6.5406384
Massachusetts,1989,4,5.3123984
Massachusetts,1990,1,5.431479
Massachusetts,1990,2,4.4806824
Massachusetts,1990,3,4.7534552
Massachusetts,1990,4,6.5082936
Massachusetts,1991,1,6.0174246
Massachusetts,1991,2,5.9687977
Massachusetts,1991,3,5.277884
Massachusetts,1991,4,4.0812898
Massachusetts,1992,1,3.6729846
Massachusetts,1992,2,3.4703348
Massachusetts,1992,3,2.9308114
Massachusetts,1992,4,2.4791875
Massachusetts,1993,1,2.8739612
Massachusetts,1993,2,2.5394425
Massachusetts,1993,3,2.3282518
Massachusetts,1993,4,2.4253914
Massachusetts,1994,1,2.3316426
Massachusetts,1994,2,2.3480878
Massachusetts,1994,3,2.9002633
Massachusetts,1994,4,2.4791873
Massachusetts,1995,1,2.176502
Massachusetts,1995,2,2.0726006
Massachusetts,1995,3,1.1584361
Massachusetts,1995,4,1.5094944
Massachusetts,1996,1,1.4676828
Massachusetts,1996,2,1.544672
Massachusetts,1996,3,1.6962429
Massachusetts,1996,4,2.2186909
Massachusetts,1997,1,2.2712667
Massachusetts,1997,2,2.112937
Massachusetts,1997,3,2.2025785
Massachusetts,1997,4,1.1887779
Massachusetts,1998,1,0.90247262
Massachusetts,1998,2,0.58766091
Massachusetts,1998,3,0.37044448
Massachusetts,1998,4,0.77395368
Massachusetts,1999,1,0.95222461
Massachusetts,1999,2,1.6379275
Massachusetts,1999,3,1.8987862
Massachusetts,1999,4,2.4536607
Massachusetts,2000,1,2.8589339
Massachusetts,2000,2,3.0839925
Massachusetts,2000,3,3.6029751
Massachusetts,2000,4,3.7860692
Massachusetts,2001,1,4.3144941
Massachusetts,2001,2,4.0227647
Massachusetts,2001,3,3.8818524
Massachusetts,2001,4,2.1363623
Massachusetts,2002,1,0.42044848
Massachusetts,2002,2,0.18112023
Massachusetts,2002,3,-0.0336648
Massachusetts,2002,4,0.71939766
Massachusetts,2003,1,1.6437426
Massachusetts,2003,2,2.8336942
Massachusetts,2003,3,2.7278848
Massachusetts,2003,4,3.1194937
Massachusetts,2004,1,3.4145274
Massachusetts,2004,2,3.0198035
Massachusetts,2004,3,2.9854815
Massachusetts,2004,4,3.1065667
Massachusetts,2005,1,2.7762394
Massachusetts,2005,2,2.6918581
Massachusetts,2005,3,3.4342227
Massachusetts,2005,4,3.8125732
Massachusetts,2006,1,4.443049
Massachusetts,2006,2,4.309442
Massachusetts,2006,3,4.2427564
Massachusetts,2006,4,2.7842267
Massachusetts,2007,1,2.5109644
Massachusetts,2007,2,2.0388334
Massachusetts,2007,3,1.327263
Massachusetts,2007,4,2.4633026
Massachusetts,2008,1,3.2125144
Massachusetts,2008,2,4.8743467
Massachusetts,2008,3,6.2681966
Massachusetts,2008,4,4.0669527
Massachusetts,2009,1,1.8808501
Massachusetts,2009,2,-0.016444942
Massachusetts,2009,3,-1.9272914
Massachusetts,2009,4,-0.25840148
Massachusetts,2010,1,1.609827
Massachusetts,2010,2,3.3309186
Massachusetts,2010,3,3.8566287
Massachusetts,2010,4,4.5676017
Massachusetts,2011,1,3.5809355
Massachusetts,2011,2,3.7999201
Massachusetts,2011,3,4.1228967
Massachusetts,2011,4,3.2333407
Massachusetts,2012,1,2.3947976
Massachusetts,2012,2,1.6008383
Massachusetts,2012,3,1.0197908
Massachusetts,2012,4,0.7007603
Massachusetts,2013,1,1.315774
Massachusetts,2013,2,1.3063245
Massachusetts,2013,3,1.6391567
Massachusetts,2013,4,1.7831966
Massachusetts,2014,1,1.6708639
Massachusetts,2014,2,2.6025004
Massachusetts,2014,3,1.716368
Massachusetts,2014,4,1.2553098
Massachusetts,2015,1,-0.25415841
Massachusetts,2015,2,-1.5881332
Massachusetts,2015,3,-2.0727811
Massachusetts,2015,4,-1.8384593
Massachusetts,2016,1,-0.53060955
Massachusetts,2016,2,0.73479867
Massachusetts,2016,3,1.2587398
Massachusetts,2016,4,0.55416167
Massachusetts,2017,1,1.8544756
Massachusetts,2017,2,1.9201839
Massachusetts,2017,3,3.0327816
Massachusetts,2017,4,4.0125275
Michigan,1978,1,5.4652276
Michigan,1978,2,6.4123726
Michigan,1978,3,6.8676891
Michigan,1978,4,7.2770782
Michigan,1979,1,7.5514565
Michigan,1979,2,6.6884184
Michigan,1979,3,7.2707067
Michigan,1979,4,8.033143
Michigan,1980,1,8.2804413
Michigan,1980,2,9.2867975
Michigan,1980,3,9.3779535
Michigan,1980,4,9.7775898
Michigan,1981,1,9.1538963
Michigan,1981,2,7.6425824
Michigan,1981,3,8.1359339
Michigan,1981,4,6.6431785
Michigan,1982,1,5.0889282
Michigan,1982,2,4.3998623
Michigan,1982,3,3.5294273
Michigan,1982,4,2.787746
Michigan,1983,1,2.0194824
Michigan,1983,2,1.492774
Michigan,1983,3,0.72878557
Michigan,1983,4,0.5352422
Michigan,1984,1,1.7697178
Michigan,1984,2,1.8287256
Michigan,1984,3,1.3360671
Michigan,1984,4,1.7181875
Michigan,1985,1,1.9397798
Michigan,1985,2,2.0033755
Michigan,1985,3,2.25069
Michigan,1985,4,2.5339882
Michigan,1986,1,1.8530157
Michigan,1986,2,1.8664985
Michigan,1986,3,0.94660944
Michigan,1986,4,0.57795811
Michigan,1989,1,3.8031564
Michigan,1989,2,4.311326
Michigan,1989,3,3.5465248
Michigan,1989,4,3.5475705
Michigan,1990,1,3.8965776
Michigan,1990,2,2.9422183
Michigan,1990,3,4.3585577
Michigan,1990,4,4.9376111
Michigan,1991,1,4.4155288
Michigan,1991,2,4.6300411
Michigan,1991,3,3.939733
Michigan,1991,4,3.667588
Michigan,1992,1,2.95749
Michigan,1992,2,3.031738
Michigan,1992,3,2.3603425
Michigan,1992,4,2.0168922
Michigan,1993,1,1.8681889
Michigan,1993,2,1.9425809
Michigan,1993,3,1.6686363
Michigan,1993,4,1.5937594
Michigan,1994,1,2.3172486
Michigan,1994,2,3.3221517
Michigan,1994,3,4.3511887
Michigan,1994,4,3.8394179
Michigan,1995,1,3.5497284
Michigan,1995,2,2.7206912
Michigan,1995,3,1.8369052
Michigan,1995,4,2.2393544
Michigan,1996,1,2.3096089
Michigan,1996,2,2.1918838
Michigan,1996,3,2.3241079
Michigan,1996,4,2.7584569
Michigan,1997,1,2.285084
Michigan,1997,2,1.7616391
Michigan,1997,3,1.6850315
Michigan,1997,4,1.1626642
Michigan,1998,1,1.620947
Michigan,1998,2,1.3726345
Michigan,1998,3,1.2569813
Michigan,1998,4,1.4765185
Michigan,1999,1,1.4985199
Michigan,1999,2,3.0109997
Michigan,1999,3,3.1873579
Michigan,1999,4,3.4003451
Michigan,2000,1,3.4419763
Michigan,2000,2,3.0301476
Michigan,2000,3,3.2180502
Michigan,2000,4,2.9825342
Michigan,2001,1,2.949945
Michigan,2001,2,3.5061386
Michigan,2001,3,3.4640391
Michigan,2001,4,2.6159968
Michigan,2002,1,2.7616515
Michigan,2002,2,2.6153457
Michigan,2002,3,3.1619046
Michigan,2002,4,3.3856592
Michigan,2003,1,3.4409935
Michigan,2003,2,3.4611323
Michigan,2003,3,3.3525429
Michigan,2003,4,3.0368476
Michigan,2004,1,2.9386477
Michigan,2004,2,2.7206597
Michigan,2004,3,3.2585225
Michigan,2004,4,3.4464562
Michigan,2005,1,2.9738102
Michigan,2005,2,3.7837994
Michigan,2005,3,3.2066042
Michigan,2005,4,4.0100203
Michigan,2006,1,4.6484346
Michigan,2006,2,3.7825351
Michigan,2006,3,2.7439873
Michigan,2006,4,1.8205661
Michigan,2007,1,1.0326355
Michigan,2007,2,0.28959009
Michigan,2007,3,0.092519708
Michigan,2007,4,0.93044829
Michigan,2008,1,1.2704157
Michigan,2008,2,1.9996201
Michigan,2008,3,3.2974629
Michigan,2008,4,2.2406967
Michigan,2009,1,2.0476303
Michigan,2009,2,1.203656
Michigan,2009,3,1.4348704
Michigan,2009,4,2.8244755
Michigan,2010,1,2.7933309
Michigan,2010,2,3.4354937
Michigan,2010,3,2.4205678
Michigan,2010,4,2.1816294
Michigan,2011,1,2.6567748
Michigan,2011,2,3.0073423
Michigan,2011,3,3.2046394
Michigan,2011,4,3.0744064
Michigan,2012,1,3.4106679
Michigan,2012,2,2.1881599
Michigan,2012,3,1.2564266
Michigan,2012,4,1.4157791
Michigan,2013,1,0.85285938
Michigan,2013,2,1.1395128
Michigan,2013,3,1.2132347
Michigan,2013,4,1.3000836
Michigan,2014,1,1.6025884
Michigan,2014,2,2.5985594
Michigan,2014,3,3.3811183
Michigan,2014,4,3.3458445
Michigan,2015,1,2.3590033
Michigan,2015,2,1.6369624
Michigan,2015,3,0.9973039
Michigan,2015,4,-0.17670192
Michigan,2016,1,-0.5829823
Michigan,2016,2,0.58911985
Michigan,2016,3,1.3124313
Michigan,2016,4,1.45594
Michigan,2017,1,1.4934961
Michigan,2017,2,0.80591369
Michigan,2017,3,-0.12294225
Michigan,2017,4,0.78023618
Minnesota,1978,1,-4.7340107
Minnesota,1978,2,-5.091198
Minnesota,1978,3,-2.8446906
Minnesota,1978,4,3.5624244
Minnesota,1979,1,6.5824537
Minnesota,1979,2,7.0643477
Minnesota,1979,3,7.374207
Minnesota,1979,4,7.427762
Minnesota,1980,1,5.6307564
Minnesota,1980,2,6.1013498
Minnesota,1980,3,6.7226863
Minnesota,1980,4,6.4739528
Minnesota,1981,1,7.3116703
Minnesota,1981,2,6.8413649
Minnesota,1981,3,6.539772
Minnesota,1981,4,6.2205682
Minnesota,1982,1,5.6128573
Minnesota,1982,2,4.1596956
Minnesota,1982,3,4.2805295
Minnesota,1982,4,3.5663283
Minnesota,1983,1,2.2022121
Minnesota,1983,2,2.3776197
Minnesota,1983,3,1.1887209
Minnesota,1983,4,1.0058523
Minnesota,1984,1,2.0173151
Minnesota,1984,2,1.1472729
Minnesota,1984,3,1.2508968
Minnesota,1984,4,1.5087887
Minnesota,1985,1,1.4695003
Minnesota,1985,2,2.6435256
Minnesota,1985,3,2.7359102
Minnesota,1985,4,2.8006749
Minnesota,1986,1,2.260052
Minnesota,1986,2,1.3203281
Minnesota,1986,3,0.60448748
Minnesota,1986,4,-0.34790859
Minnesota,1989,1,3.4076285
Minnesota,1989,2,1.755483
Minnesota,1989,3,1.5167968
Minnesota,1989,4,2.5201218
Minnesota,1990,1,3.2965298
Minnesota,1990,2,3.1732876
Minnesota,1990,3,2.6543586
Minnesota,1990,4,2.862386
Minnesota,1991,1,2.0522852
Minnesota,1991,2,3.4975038
Minnesota,1991,3,3.2373509
Minnesota,1991,4,2.9181023
Minnesota,1992,1,1.8576161
Minnesota,1992,2,1.8862252
Minnesota,1992,3,4.1182332
Minnesota,1992,4,3.4948056
Minnesota,1993,1,5.0457082
Minnesota,1993,2,4.6765265
Minnesota,1993,3,2.5510535
Minnesota,1993,4,1.5968397
Minnesota,1994,1,0.51413417
Minnesota,1994,2,0.92360413
Minnesota,1994,3,1.5057452
Minnesota,1994,4,1.4763844
Minnesota,1995,1,1.6683156
Minnesota,1995,2,1.6969687
Minnesota,1995,3,1.7037003
Minnesota,1995,4,1.8113782
Minnesota,1996,1,2.2468612
Minnesota,1996,2,1.9343785
Minnesota,1996,3,2.3932245
Minnesota,1996,4,3.0925117
Minnesota,1997,1,2.7490401
Minnesota,1997,2,2.8285742
Minnesota,1997,3,3.1815603
Minnesota,1997,4,2.7663927
Minnesota,1998,1,2.2385397
Minnesota,1998,2,1.7698095
Minnesota,1998,3,1.2782133
Minnesota,1998,4,1.2255455
Minnesota,1999,1,1.6797634
Minnesota,1999,2,2.9856188
Minnesota,1999,3,3.2507479
Minnesota,1999,4,3.4825659
Minnesota,2000,1,3.7633822
Minnesota,2000,2,3.2234535
Minnesota,2000,3,2.4280717
Minnesota,2000,4,3.3643689
Minnesota,2001,1,4.5780954
Minnesota,2001,2,4.0767102
Minnesota,2001,3,4.5848937
Minnesota,2001,4,2.2476039
Minnesota,2002,1,1.0928993
Minnesota,2002,2,1.6689172
Minnesota,2002,3,0.91744381
Minnesota,2002,4,2.0489626
Minnesota,2003,1,2.6512671
Minnesota,2003,2,2.0975878
Minnesota,2003,3,2.0194209
Minnesota,2003,4,2.7004948
Minnesota,2004,1,2.0890839
Minnesota,2004,2,2.7813914
Minnesota,2004,3,3.2040641
Minnesota,2004,4,3.2522421
Minnesota,2005,1,3.0469286
Minnesota,2005,2,2.7621527
Minnesota,2005,3,4.2771754
Minnesota,2005,4,3.9997861
Minnesota,2006,1,4.6739779
Minnesota,2006,2,3.9901574
Minnesota,2006,3,3.6232522
Minnesota,2006,4,2.5278816
Minnesota,2007,1,3.1648962
Minnesota,2007,2,3.5411947
Minnesota,2007,3,2.4127598
Minnesota,2007,4,3.5665143
Minnesota,2008,1,3.1983492
Minnesota,2008,2,4.7141733
Minnesota,2008,3,5.9224844
Minnesota,2008,4,3.751137
Minnesota,2009,1,2.5588365
Minnesota,2009,2,0.11131006
Minnesota,2009,3,-0.50636864
Minnesota,2009,4,1.3508826
Minnesota,2010,1,1.2779113
Minnesota,2010,2,2.0370255
Minnesota,2010,3,2.1206129
Minnesota,2010,4,1.4109433
Minnesota,2011,1,2.5149503
Minnesota,2011,2,2.9339821
Minnesota,2011,3,2.8095183
Minnesota,2011,4,2.6910629
Minnesota,2012,1,2.2863276
Minnesota,2012,2,1.7227705
Minnesota,2012,3,1.5696887
Minnesota,2012,4,1.8556584
Minnesota,2013,1,1.8989258
Minnesota,2013,2,2.2656717
Minnesota,2013,3,0.88865131
Minnesota,2013,4,1.3955086
Minnesota,2014,1,1.5464048
Minnesota,2014,2,1.517011
Minnesota,2014,3,1.3696148
Minnesota,2014,4,0.38765359
Minnesota,2015,1,-2.513329
Minnesota,2015,2,-3.1222105
Minnesota,2015,3,-2.4396312
Minnesota,2015,4,-0.35711506
Minnesota,2016,1,2.0611103
Minnesota,2016,2,2.2393136
Minnesota,2016,3,2.1500411
Minnesota,2016,4,1.9308194
Minnesota,2017,1,1.7941322
Minnesota,2017,2,1.3227799
Minnesota,2017,3,0.70861691
Minnesota,2017,4,0.65071005
Mississippi,1989,1,4.4925842
Mississippi,1989,2,4.7728667
Mississippi,1989,3,4.0147543
Mississippi,1989,4,3.9129107
Mississippi,1990,1,4.7421832
Mississippi,1990,2,4.0281734
Mississippi,1990,3,4.1730413
Mississippi,1990,4,5.0423274
Mississippi,1991,1,4.1695275
Mississippi,1991,2,4.3655243
Mississippi,1991,3,4.0666246
Mississippi,1991,4,2.1555114
Mississippi,1992,1,1.1657169
Mississippi,1992,2,1.5402163
Mississippi,1992,3,1.9136595
Mississippi,1992,4,2.2588687
Mississippi,1993,1,2.2983608
Mississippi,1993,2,2.0631683
Mississippi,1993,3,1.6935191
Mississippi,1993,4,1.3508005
Mississippi,1994,1,2.0194364
Mississippi,1994,2,2.8551733
Mississippi,1994,3,3.0029347
Mississippi,1994,4,3.4306629
Mississippi,1995,1,3.0417156
Mississippi,1995,2,2.0281136
Mississippi,1995,3,1.3446714
Mississippi,1995,4,1.127277
Mississippi,1996,1,1.1751051
Mississippi,1996,2,0.96308088
Mississippi,1996,3,0.436827
Mississippi,1996,4,0.82060319
Mississippi,1997,1,0.8347069
Mississippi,1997,2,1.0253986
Mississippi,1997,3,1.3752118
Mississippi,1997,4,0.51498663
Mississippi,1998,1,0.75772101
Mississippi,1998,2,1.8458823
Mississippi,1998,3,1.8404547
Mississippi,1998,4,2.9806597
Mississippi,1999,1,2.32656
Mississippi,1999,2,1.4578152
Mississippi,1999,3,2.1220953
Mississippi,1999,4,2.8146083
Mississippi,2000,1,4.0295382
Mississippi,2000,2,3.4694586
Mississippi,2000,3,3.2016547
Mississippi,2000,4,1.9775691
Mississippi,2001,1,3.0708008
Mississippi,2001,2,3.708147
Mississippi,2001,3,3.3587029
Mississippi,2001,4,3.7753069
Mississippi,2002,1,0.67644399
Mississippi,2002,2,0.64047015
Mississippi,2002,3,2.6710031
Mississippi,2002,4,2.5540197
Mississippi,2003,1,5.0316544
Mississippi,2003,2,4.6266184
Mississippi,2003,3,3.2135172
Mississippi,2003,4,2.991786
Mississippi,2004,1,1.7571534
Mississippi,2004,2,2.7542171
Mississippi,2004,3,3.0321522
Mississippi,2004,4,3.6187029
Mississippi,2005,1,3.5736606
Mississippi,2005,2,3.6962113
Mississippi,2005,3,3.8767343
Mississippi,2005,4,3.9916198
Mississippi,2006,1,4.0068116
Mississippi,2006,2,3.900527
Mississippi,2006,3,4.6006055
Mississippi,2006,4,3.3840172
Mississippi,2007,1,2.9459243
Mississippi,2007,2,3.4397922
Mississippi,2007,3,3.2667801
Mississippi,2007,4,3.7799795
Mississippi,2008,1,5.5680947
Mississippi,2008,2,5.8015161
Mississippi,2008,3,6.4057665
Mississippi,2008,4,4.8736229
Mississippi,2009,1,2.8523166
Mississippi,2009,2,3.4785283
Mississippi,2009,3,2.9780226
Mississippi,2009,4,4.2452955
Mississippi,2010,1,4.1668925
Mississippi,2010,2,2.2661517
Mississippi,2010,3,0.36561751
Mississippi,2010,4,-0.28984398
Mississippi,2011,1,0.36527529
Mississippi,2011,2,2.0183809
Mississippi,2011,3,3.1590931
Mississippi,2011,4,3.1253314
Mississippi,2012,1,3.8973649
Mississippi,2012,2,2.7691669
Mississippi,2012,3,1.6199687
Mississippi,2012,4,1.0357237
